sku_id,name,pair_sku_id,side,arm_type,is_boxed,length_cm,width_cm,height_cm,weight_kg,unit_volume_l,effective_volume_l,rotation,effective_rotation,sales_median_6m,target_stock_qty,batch_weight_kg,batch_volume_l
SKU-3023-LH,Важіль a_shaped LH (R4),SKU-3023-RH,LH,a_shaped,False,37.8,28.3,13.6,6.43,14.55,7.57,R4,R4,3.8,6,38.6,45.4
SKU-3023-RH,Важіль a_shaped RH (R4),SKU-3023-LH,RH,a_shaped,False,37.8,28.3,13.6,6.43,14.55,7.57,R4,R4,3.8,6,38.6,45.4
SKU-3024-LH,Важіль a_shaped LH (R4),SKU-3024-RH,LH,a_shaped,False,47.4,32.0,12.4,5.88,18.81,9.78,R4,R4,6.5,10,58.8,97.8
SKU-3024-RH,Важіль a_shaped RH (R4),SKU-3024-LH,RH,a_shaped,False,47.4,32.0,12.4,5.88,18.81,9.78,R4,R4,6.6,10,58.8,97.8
SKU-3025-LH,Важіль heavy_integral LH (R4),SKU-3025-RH,LH,heavy_integral,True,77.8,23.9,14.6,6.56,27.15,28.51,R4,R4,4.0,6,39.4,171.1
SKU-3025-RH,Важіль heavy_integral RH (R4),SKU-3025-LH,RH,heavy_integral,True,77.8,23.9,14.6,6.56,27.15,28.51,R4,R4,4.1,7,45.9,199.6
SKU-3026-LH,Важіль curved LH (R4),SKU-3026-RH,LH,curved,False,27.2,18.8,6.8,2.41,3.48,1.46,R4,R4,3.6,6,14.5,8.8
SKU-3026-RH,Важіль curved RH (R4),SKU-3026-LH,RH,curved,False,27.2,18.8,6.8,2.41,3.48,1.46,R4,R4,3.5,6,14.5,8.8
SKU-3027-LH,Важіль heavy_integral LH (R4),SKU-3027-RH,LH,heavy_integral,False,65.9,25.4,17.1,8.68,28.62,19.46,R4,R4,6.6,10,86.8,194.6
SKU-3027-RH,Важіль heavy_integral RH (R4),SKU-3027-LH,RH,heavy_integral,False,65.9,25.4,17.1,8.68,28.62,19.46,R4,R4,6.7,11,95.5,214.1
SKU-3028-LH,Важіль curved LH (R4),SKU-3028-RH,LH,curved,True,35.4,18.7,9.6,1.87,6.36,6.68,R4,R4,4.7,8,15.0,53.4
SKU-3028-RH,Важіль curved RH (R4),SKU-3028-LH,RH,curved,True,35.4,18.7,9.6,1.87,6.36,6.68,R4,R4,4.8,8,15.0,53.4
SKU-3029-LH,Важіль straight_link LH (R4),SKU-3029-RH,LH,straight_link,False,30.7,4.8,5.0,1.25,0.74,0.21,R4,R4,4.6,7,8.8,1.5
SKU-3029-RH,Важіль straight_link RH (R4),SKU-3029-LH,RH,straight_link,False,30.7,4.8,5.0,1.25,0.74,0.21,R4,R4,4.8,8,10.0,1.7
SKU-3030-LH,Важіль straight_link LH (R4),SKU-3030-RH,LH,straight_link,False,31.8,6.1,4.9,0.96,0.95,0.27,R4,R4,3.4,6,5.8,1.6
SKU-3030-RH,Важіль straight_link RH (R4),SKU-3030-LH,RH,straight_link,False,31.8,6.1,4.9,0.96,0.95,0.27,R4,R4,3.4,6,5.8,1.6
SKU-3031-LH,Важіль straight_link LH (R4),SKU-3031-RH,LH,straight_link,False,22.8,5.1,4.1,1.05,0.48,0.13,R4,R4,5.1,8,8.4,1.0
SKU-3031-RH,Важіль straight_link RH (R4),SKU-3031-LH,RH,straight_link,False,22.8,5.1,4.1,1.05,0.48,0.13,R4,R4,5.3,8,8.4,1.0
SKU-3032-LH,Важіль curved LH (R4),SKU-3032-RH,LH,curved,False,26.2,10.9,6.3,1.66,1.8,0.76,R4,R4,4.9,8,13.3,6.1
SKU-3032-RH,Важіль curved RH (R4),SKU-3032-LH,RH,curved,False,26.2,10.9,6.3,1.66,1.8,0.76,R4,R4,4.9,8,13.3,6.1
SKU-3033-LH,Важіль heavy_integral LH (R4),SKU-3033-RH,LH,heavy_integral,False,56.5,22.9,12.8,8.4,16.56,11.26,R4,R4,6.5,10,84.0,112.6
SKU-3033-RH,Важіль heavy_integral RH (R4),SKU-3033-LH,RH,heavy_integral,False,56.5,22.9,12.8,8.4,16.56,11.26,R4,R4,6.7,11,92.4,123.9
SKU-3034-LH,Важіль a_shaped LH (R4),SKU-3034-RH,LH,a_shaped,False,45.4,30.4,10.2,5.78,14.08,7.32,R4,R4,6.3,10,57.8,73.2
SKU-3034-RH,Важіль a_shaped RH (R4),SKU-3034-LH,RH,a_shaped,False,45.4,30.4,10.2,5.78,14.08,7.32,R4,R4,6.3,10,57.8,73.2
SKU-3035-LH,Важіль straight_link LH (R4),SKU-3035-RH,LH,straight_link,False,21.3,4.9,4.8,0.6,0.5,0.14,R4,R4,3.6,6,3.6,0.8
SKU-3035-RH,Важіль straight_link RH (R4),SKU-3035-LH,RH,straight_link,False,21.3,4.9,4.8,0.6,0.5,0.14,R4,R4,3.4,6,3.6,0.8
SKU-3036-LH,Важіль a_shaped LH (R4),SKU-3036-RH,LH,a_shaped,False,39.9,40.9,13.0,6.13,21.21,11.03,R4,R4,3.5,6,36.8,66.2
SKU-3036-RH,Важіль a_shaped RH (R4),SKU-3036-LH,RH,a_shaped,False,39.9,40.9,13.0,6.13,21.21,11.03,R4,R4,3.4,6,36.8,66.2
SKU-3037-LH,Важіль straight_link LH (R4),SKU-3037-RH,LH,straight_link,False,26.1,6.9,6.7,1.29,1.21,0.34,R4,R4,6.6,10,12.9,3.4
SKU-3037-RH,Важіль straight_link RH (R4),SKU-3037-LH,RH,straight_link,False,26.1,6.9,6.7,1.29,1.21,0.34,R4,R4,6.7,11,14.2,3.7
SKU-3038-LH,Важіль trailing LH (R4),SKU-3038-RH,LH,trailing,True,74.9,6.8,8.4,2.79,4.28,4.49,R4,R4,4.3,7,19.5,31.4
SKU-3038-RH,Важіль trailing RH (R4),SKU-3038-LH,RH,trailing,True,74.9,6.8,8.4,2.79,4.28,4.49,R4,R4,4.4,7,19.5,31.4
SKU-3039-LH,Важіль curved LH (R4),SKU-3039-RH,LH,curved,False,26.4,14.9,5.2,2.27,2.05,0.86,R4,R4,3.6,6,13.6,5.2
SKU-3039-RH,Важіль curved RH (R4),SKU-3039-LH,RH,curved,False,26.4,14.9,5.2,2.27,2.05,0.86,R4,R4,3.8,6,13.6,5.2
SKU-3040-LH,Важіль curved LH (R4),SKU-3040-RH,LH,curved,False,30.4,17.1,5.9,2.07,3.07,1.29,R4,R4,5.1,8,16.6,10.3
SKU-3040-RH,Важіль curved RH (R4),SKU-3040-LH,RH,curved,False,30.4,17.1,5.9,2.07,3.07,1.29,R4,R4,5.3,8,16.6,10.3
SKU-3041-LH,Важіль a_shaped LH (R4),SKU-3041-RH,LH,a_shaped,False,48.4,41.2,7.9,4.67,15.75,8.19,R4,R4,4.2,7,32.7,57.3
SKU-3041-RH,Важіль a_shaped RH (R4),SKU-3041-LH,RH,a_shaped,False,48.4,41.2,7.9,4.67,15.75,8.19,R4,R4,4.4,7,32.7,57.3
SKU-3042-LH,Важіль straight_link LH (R4),SKU-3042-RH,LH,straight_link,False,24.8,5.9,4.2,0.96,0.61,0.17,R4,R4,6.2,10,9.6,1.7
SKU-3042-RH,Важіль straight_link RH (R4),SKU-3042-LH,RH,straight_link,False,24.8,5.9,4.2,0.96,0.61,0.17,R4,R4,6.0,9,8.6,1.5
SKU-3043-LH,Важіль a_shaped LH (R4),SKU-3043-RH,LH,a_shaped,False,41.8,34.7,10.9,4.82,15.81,8.22,R4,R4,6.1,10,48.2,82.2
SKU-3043-RH,Важіль a_shaped RH (R4),SKU-3043-LH,RH,a_shaped,False,41.8,34.7,10.9,4.82,15.81,8.22,R4,R4,5.6,9,43.4,74.0
SKU-3044-LH,Важіль a_shaped LH (R4),SKU-3044-RH,LH,a_shaped,False,44.2,37.2,13.8,5.09,22.69,11.8,R4,R4,6.2,10,50.9,118.0
SKU-3044-RH,Важіль a_shaped RH (R4),SKU-3044-LH,RH,a_shaped,False,44.2,37.2,13.8,5.09,22.69,11.8,R4,R4,6.2,10,50.9,118.0
SKU-3045-LH,Важіль curved LH (R4),SKU-3045-RH,LH,curved,False,39.9,20.7,8.9,2.55,7.35,3.09,R4,R4,4.5,7,17.8,21.6
SKU-3045-RH,Важіль curved RH (R4),SKU-3045-LH,RH,curved,False,39.9,20.7,8.9,2.55,7.35,3.09,R4,R4,4.3,7,17.8,21.6
SKU-3046-LH,Важіль curved LH (R4),SKU-3046-RH,LH,curved,False,34.5,17.3,7.4,3.34,4.42,1.86,R4,R4,5.5,9,30.1,16.7
SKU-3046-RH,Важіль curved RH (R4),SKU-3046-LH,RH,curved,False,34.5,17.3,7.4,3.34,4.42,1.86,R4,R4,5.1,8,26.7,14.9
SKU-3047-LH,Важіль a_shaped LH (R4),SKU-3047-RH,LH,a_shaped,False,47.5,37.9,14.2,3.61,25.56,13.29,R4,R4,3.0,5,18.1,66.4
SKU-3047-RH,Важіль a_shaped RH (R4),SKU-3047-LH,RH,a_shaped,False,47.5,37.9,14.2,3.61,25.56,13.29,R4,R4,2.9,5,18.1,66.4
SKU-3048-LH,Важіль trailing LH (R4),SKU-3048-RH,LH,trailing,False,57.8,8.4,5.2,3.2,2.52,0.96,R4,R4,4.4,7,22.4,6.7
SKU-3048-RH,Важіль trailing RH (R4),SKU-3048-LH,RH,trailing,False,57.8,8.4,5.2,3.2,2.52,0.96,R4,R4,4.5,7,22.4,6.7
SKU-3049-LH,Важіль heavy_integral LH (R4),SKU-3049-RH,LH,heavy_integral,False,81.7,18.1,14.4,10.45,21.29,14.48,R4,R4,6.4,10,104.5,144.8
SKU-3049-RH,Важіль heavy_integral RH (R4),SKU-3049-LH,RH,heavy_integral,False,81.7,18.1,14.4,10.45,21.29,14.48,R4,R4,6.4,10,104.5,144.8
SKU-3050-LH,Важіль straight_link LH (R4),SKU-3050-RH,LH,straight_link,False,27.7,4.4,5.5,1.21,0.67,0.19,R4,R4,5.1,8,9.7,1.5
SKU-3050-RH,Важіль straight_link RH (R4),SKU-3050-LH,RH,straight_link,False,27.7,4.4,5.5,1.21,0.67,0.19,R4,R4,5.1,8,9.7,1.5
SKU-3051-LH,Важіль heavy_integral LH (R4),SKU-3051-RH,LH,heavy_integral,False,78.0,20.6,11.7,9.92,18.8,12.78,R4,R4,4.8,8,79.4,102.2
SKU-3051-RH,Важіль heavy_integral RH (R4),SKU-3051-LH,RH,heavy_integral,False,78.0,20.6,11.7,9.92,18.8,12.78,R4,R4,4.7,8,79.4,102.2
SKU-3052-LH,Важіль heavy_integral LH (R4),SKU-3052-RH,LH,heavy_integral,False,75.9,21.8,13.1,6.67,21.68,14.74,R4,R4,6.3,10,66.7,147.4
SKU-3052-RH,Важіль heavy_integral RH (R4),SKU-3052-LH,RH,heavy_integral,False,75.9,21.8,13.1,6.67,21.68,14.74,R4,R4,6.8,11,73.4,162.1
SKU-3053-LH,Важіль straight_link LH (R4),SKU-3053-RH,LH,straight_link,False,27.0,7.2,4.5,0.97,0.87,0.24,R4,R4,6.2,10,9.7,2.4
SKU-3053-RH,Важіль straight_link RH (R4),SKU-3053-LH,RH,straight_link,False,27.0,7.2,4.5,0.97,0.87,0.24,R4,R4,6.1,10,9.7,2.4
SKU-3054-LH,Важіль heavy_integral LH (R4),SKU-3054-RH,LH,heavy_integral,False,74.2,24.4,16.1,7.72,29.15,19.82,R4,R4,7.0,11,84.9,218.0
SKU-3054-RH,Важіль heavy_integral RH (R4),SKU-3054-LH,RH,heavy_integral,False,74.2,24.4,16.1,7.72,29.15,19.82,R4,R4,6.7,11,84.9,218.0
SKU-3055-LH,Важіль curved LH (R4),SKU-3055-RH,LH,curved,False,28.0,11.5,6.7,1.7,2.16,0.91,R4,R4,5.6,9,15.3,8.2
SKU-3055-RH,Важіль curved RH (R4),SKU-3055-LH,RH,curved,False,28.0,11.5,6.7,1.7,2.16,0.91,R4,R4,5.6,9,15.3,8.2
SKU-3056-LH,Важіль straight_link LH (R4),SKU-3056-RH,LH,straight_link,False,18.9,4.9,6.0,1.36,0.56,0.16,R4,R4,6.7,11,15.0,1.8
SKU-3056-RH,Важіль straight_link RH (R4),SKU-3056-LH,RH,straight_link,False,18.9,4.9,6.0,1.36,0.56,0.16,R4,R4,6.3,10,13.6,1.6
SKU-3057-LH,Важіль curved LH (R4),SKU-3057-RH,LH,curved,False,27.2,19.3,5.4,2.6,2.83,1.19,R4,R4,3.9,6,15.6,7.1
SKU-3057-RH,Важіль curved RH (R4),SKU-3057-LH,RH,curved,False,27.2,19.3,5.4,2.6,2.83,1.19,R4,R4,4.1,7,18.2,8.3
SKU-3058-LH,Важіль straight_link LH (R4),SKU-3058-RH,LH,straight_link,False,29.7,6.0,7.0,1.05,1.25,0.35,R4,R4,6.7,11,11.6,3.8
SKU-3058-RH,Важіль straight_link RH (R4),SKU-3058-LH,RH,straight_link,False,29.7,6.0,7.0,1.05,1.25,0.35,R4,R4,6.8,11,11.6,3.8
SKU-3059-LH,Важіль heavy_integral LH (R4),SKU-3059-RH,LH,heavy_integral,False,62.6,24.8,17.8,8.32,27.63,18.79,R4,R4,4.6,7,58.2,131.5
SKU-3059-RH,Важіль heavy_integral RH (R4),SKU-3059-LH,RH,heavy_integral,False,62.6,24.8,17.8,8.32,27.63,18.79,R4,R4,4.7,8,66.6,150.3
SKU-3060-LH,Важіль curved LH (R4),SKU-3060-RH,LH,curved,False,26.7,16.5,5.1,3.0,2.25,0.94,R4,R4,4.3,7,21.0,6.6
SKU-3060-RH,Важіль curved RH (R4),SKU-3060-LH,RH,curved,False,26.7,16.5,5.1,3.0,2.25,0.94,R4,R4,4.4,7,21.0,6.6
SKU-3061-LH,Важіль a_shaped LH (R4),SKU-3061-RH,LH,a_shaped,True,38.5,32.4,8.8,4.68,10.98,11.53,R4,R4,7.2,11,51.5,126.8
SKU-3061-RH,Важіль a_shaped RH (R4),SKU-3061-LH,RH,a_shaped,True,38.5,32.4,8.8,4.68,10.98,11.53,R4,R4,7.2,11,51.5,126.8
SKU-3062-LH,Важіль trailing LH (R4),SKU-3062-RH,LH,trailing,False,60.9,7.5,5.9,3.84,2.69,1.02,R4,R4,5.6,9,34.6,9.2
SKU-3062-RH,Важіль trailing RH (R4),SKU-3062-LH,RH,trailing,False,60.9,7.5,5.9,3.84,2.69,1.02,R4,R4,5.7,9,34.6,9.2
SKU-3063-LH,Важіль curved LH (R4),SKU-3063-RH,LH,curved,False,34.5,20.7,7.3,3.24,5.21,2.19,R4,R4,4.9,8,25.9,17.5
SKU-3063-RH,Важіль curved RH (R4),SKU-3063-LH,RH,curved,False,34.5,20.7,7.3,3.24,5.21,2.19,R4,R4,4.9,8,25.9,17.5
SKU-3064-LH,Важіль trailing LH (R4),SKU-3064-RH,LH,trailing,False,53.5,7.0,6.9,3.01,2.58,0.98,R4,R4,5.8,9,27.1,8.8
SKU-3064-RH,Важіль trailing RH (R4),SKU-3064-LH,RH,trailing,False,53.5,7.0,6.9,3.01,2.58,0.98,R4,R4,5.4,9,27.1,8.8
SKU-3065-LH,Важіль trailing LH (R4),SKU-3065-RH,LH,trailing,False,57.0,10.5,8.9,3.11,5.33,2.03,R4,R4,3.5,6,18.7,12.2
SKU-3065-RH,Важіль trailing RH (R4),SKU-3065-LH,RH,trailing,False,57.0,10.5,8.9,3.11,5.33,2.03,R4,R4,3.5,6,18.7,12.2
SKU-3066-LH,Важіль curved LH (R4),SKU-3066-RH,LH,curved,False,40.2,21.7,8.3,2.62,7.24,3.04,R4,R4,4.2,7,18.3,21.3
SKU-3066-RH,Важіль curved RH (R4),SKU-3066-LH,RH,curved,False,40.2,21.7,8.3,2.62,7.24,3.04,R4,R4,4.2,7,18.3,21.3
SKU-3067-LH,Важіль curved LH (R4),SKU-3067-RH,LH,curved,False,27.1,13.0,6.2,2.58,2.18,0.92,R4,R4,5.5,9,23.2,8.3
SKU-3067-RH,Важіль curved RH (R4),SKU-3067-LH,RH,curved,False,27.1,13.0,6.2,2.58,2.18,0.92,R4,R4,5.4,9,23.2,8.3
SKU-3068-LH,Важіль straight_link LH (R4),SKU-3068-RH,LH,straight_link,False,29.7,5.7,7.5,0.84,1.27,0.36,R4,R4,5.4,9,7.6,3.2
SKU-3068-RH,Важіль straight_link RH (R4),SKU-3068-LH,RH,straight_link,False,29.7,5.7,7.5,0.84,1.27,0.36,R4,R4,5.7,9,7.6,3.2
SKU-3069-LH,Важіль heavy_integral LH (R4),SKU-3069-RH,LH,heavy_integral,False,80.2,26.0,12.3,8.67,25.65,17.44,R4,R4,4.8,8,69.4,139.5
SKU-3069-RH,Важіль heavy_integral RH (R4),SKU-3069-LH,RH,heavy_integral,False,80.2,26.0,12.3,8.67,25.65,17.44,R4,R4,4.7,8,69.4,139.5
SKU-3070-LH,Важіль curved LH (R4),SKU-3070-RH,LH,curved,False,40.6,15.4,6.7,1.85,4.19,1.76,R4,R4,5.6,9,16.7,15.8
SKU-3070-RH,Важіль curved RH (R4),SKU-3070-LH,RH,curved,False,40.6,15.4,6.7,1.85,4.19,1.76,R4,R4,5.9,9,16.7,15.8
SKU-3071-LH,Важіль a_shaped LH (R4),SKU-3071-RH,LH,a_shaped,False,46.3,35.0,7.4,6.58,11.99,6.23,R4,R4,5.7,9,59.2,56.1
SKU-3071-RH,Важіль a_shaped RH (R4),SKU-3071-LH,RH,a_shaped,False,46.3,35.0,7.4,6.58,11.99,6.23,R4,R4,5.5,9,59.2,56.1
SKU-3072-LH,Важіль heavy_integral LH (R4),SKU-3072-RH,LH,heavy_integral,False,51.8,22.3,16.1,9.55,18.6,12.65,R4,R4,5.9,9,86.0,113.9
SKU-3072-RH,Важіль heavy_integral RH (R4),SKU-3072-LH,RH,heavy_integral,False,51.8,22.3,16.1,9.55,18.6,12.65,R4,R4,6.3,10,95.5,126.5
SKU-3073-LH,Важіль trailing LH (R4),SKU-3073-RH,LH,trailing,False,54.0,10.7,6.2,3.55,3.58,1.36,R4,R4,4.5,7,24.8,9.5
SKU-3073-RH,Важіль trailing RH (R4),SKU-3073-LH,RH,trailing,False,54.0,10.7,6.2,3.55,3.58,1.36,R4,R4,4.2,7,24.8,9.5
SKU-3074-LH,Важіль trailing LH (R4),SKU-3074-RH,LH,trailing,False,63.1,7.6,7.6,2.38,3.64,1.38,R4,R4,6.1,10,23.8,13.8
SKU-3074-RH,Важіль trailing RH (R4),SKU-3074-LH,RH,trailing,False,63.1,7.6,7.6,2.38,3.64,1.38,R4,R4,6.0,9,21.4,12.4
SKU-3075-LH,Важіль curved LH (R4),SKU-3075-RH,LH,curved,False,31.8,13.9,8.1,1.68,3.58,1.5,R4,R4,6.6,10,16.8,15.0
SKU-3075-RH,Важіль curved RH (R4),SKU-3075-LH,RH,curved,False,31.8,13.9,8.1,1.68,3.58,1.5,R4,R4,7.0,11,18.5,16.5
SKU-3076-LH,Важіль straight_link LH (R4),SKU-3076-RH,LH,straight_link,False,29.5,4.5,4.1,1.12,0.54,0.15,R4,R4,4.2,7,7.8,1.1
SKU-3076-RH,Важіль straight_link RH (R4),SKU-3076-LH,RH,straight_link,False,29.5,4.5,4.1,1.12,0.54,0.15,R4,R4,4.1,7,7.8,1.1
SKU-3077-LH,Важіль straight_link LH (R4),SKU-3077-RH,LH,straight_link,False,31.0,5.6,6.6,0.9,1.15,0.32,R4,R4,5.3,8,7.2,2.6
SKU-3077-RH,Важіль straight_link RH (R4),SKU-3077-LH,RH,straight_link,False,31.0,5.6,6.6,0.9,1.15,0.32,R4,R4,5.3,8,7.2,2.6
SKU-3078-LH,Важіль trailing LH (R4),SKU-3078-RH,LH,trailing,False,63.4,8.0,7.7,3.55,3.91,1.49,R4,R4,3.1,5,17.8,7.5
SKU-3078-RH,Важіль trailing RH (R4),SKU-3078-LH,RH,trailing,False,63.4,8.0,7.7,3.55,3.91,1.49,R4,R4,3.2,5,17.8,7.5
SKU-3079-LH,Важіль heavy_integral LH (R4),SKU-3079-RH,LH,heavy_integral,False,57.5,16.5,18.0,9.37,17.08,11.61,R4,R4,3.2,5,46.8,58.0
SKU-3079-RH,Важіль heavy_integral RH (R4),SKU-3079-LH,RH,heavy_integral,False,57.5,16.5,18.0,9.37,17.08,11.61,R4,R4,3.4,6,56.2,69.7
SKU-3080-LH,Важіль curved LH (R4),SKU-3080-RH,LH,curved,False,38.6,21.1,8.6,1.94,7.0,2.94,R4,R4,6.4,10,19.4,29.4
SKU-3080-RH,Важіль curved RH (R4),SKU-3080-LH,RH,curved,False,38.6,21.1,8.6,1.94,7.0,2.94,R4,R4,6.2,10,19.4,29.4
SKU-3081-LH,Важіль trailing LH (R4),SKU-3081-RH,LH,trailing,False,60.8,7.9,7.9,4.05,3.79,1.44,R4,R4,5.6,9,36.4,13.0
SKU-3081-RH,Важіль trailing RH (R4),SKU-3081-LH,RH,trailing,False,60.8,7.9,7.9,4.05,3.79,1.44,R4,R4,5.4,9,36.4,13.0
SKU-3082-LH,Важіль straight_link LH (R4),SKU-3082-RH,LH,straight_link,False,25.4,4.6,6.2,0.69,0.72,0.2,R4,R4,6.3,10,6.9,2.0
SKU-3082-RH,Важіль straight_link RH (R4),SKU-3082-LH,RH,straight_link,False,25.4,4.6,6.2,0.69,0.72,0.2,R4,R4,6.1,10,6.9,2.0
SKU-3083-LH,Важіль trailing LH (R4),SKU-3083-RH,LH,trailing,False,68.8,11.0,7.5,2.18,5.68,2.16,R4,R4,3.0,5,10.9,10.8
SKU-3083-RH,Важіль trailing RH (R4),SKU-3083-LH,RH,trailing,False,68.8,11.0,7.5,2.18,5.68,2.16,R4,R4,3.0,5,10.9,10.8
SKU-3084-LH,Важіль trailing LH (R4),SKU-3084-RH,LH,trailing,False,74.0,7.3,6.3,2.6,3.4,1.29,R4,R4,6.6,10,26.0,12.9
SKU-3084-RH,Важіль trailing RH (R4),SKU-3084-LH,RH,trailing,False,74.0,7.3,6.3,2.6,3.4,1.29,R4,R4,6.7,11,28.6,14.2
SKU-3085-LH,Важіль a_shaped LH (R4),SKU-3085-RH,LH,a_shaped,False,46.1,32.2,9.7,5.63,14.4,7.49,R4,R4,5.3,8,45.0,59.9
SKU-3085-RH,Важіль a_shaped RH (R4),SKU-3085-LH,RH,a_shaped,False,46.1,32.2,9.7,5.63,14.4,7.49,R4,R4,5.2,8,45.0,59.9
SKU-3086-LH,Важіль curved LH (R4),SKU-3086-RH,LH,curved,False,32.6,17.5,10.5,1.67,5.99,2.52,R4,R4,3.9,6,10.0,15.1
SKU-3086-RH,Важіль curved RH (R4),SKU-3086-LH,RH,curved,False,32.6,17.5,10.5,1.67,5.99,2.52,R4,R4,4.0,6,10.0,15.1
SKU-3087-LH,Важіль curved LH (R4),SKU-3087-RH,LH,curved,False,37.7,12.9,8.6,3.19,4.18,1.76,R4,R4,6.9,11,35.1,19.4
SKU-3087-RH,Важіль curved RH (R4),SKU-3087-LH,RH,curved,False,37.7,12.9,8.6,3.19,4.18,1.76,R4,R4,6.8,11,35.1,19.4
SKU-3088-LH,Важіль curved LH (R4),SKU-3088-RH,LH,curved,False,29.8,12.4,5.0,2.87,1.85,0.78,R4,R4,6.6,10,28.7,7.8
SKU-3088-RH,Важіль curved RH (R4),SKU-3088-LH,RH,curved,False,29.8,12.4,5.0,2.87,1.85,0.78,R4,R4,6.8,11,31.6,8.6
SKU-3089-LH,Важіль trailing LH (R4),SKU-3089-RH,LH,trailing,False,76.1,9.2,8.9,2.82,6.23,2.37,R4,R4,4.4,7,19.7,16.6
SKU-3089-RH,Важіль trailing RH (R4),SKU-3089-LH,RH,trailing,False,76.1,9.2,8.9,2.82,6.23,2.37,R4,R4,4.4,7,19.7,16.6
SKU-3090-LH,Важіль a_shaped LH (R4),SKU-3090-RH,LH,a_shaped,True,47.7,38.0,13.0,4.7,23.56,24.74,R4,R4,5.0,8,37.6,197.9
SKU-3090-RH,Важіль a_shaped RH (R4),SKU-3090-LH,RH,a_shaped,True,47.7,38.0,13.0,4.7,23.56,24.74,R4,R4,4.9,8,37.6,197.9
SKU-3091-LH,Важіль heavy_integral LH (R4),SKU-3091-RH,LH,heavy_integral,False,54.0,16.8,16.0,6.24,14.52,9.87,R4,R4,6.8,11,68.6,108.6
SKU-3091-RH,Важіль heavy_integral RH (R4),SKU-3091-LH,RH,heavy_integral,False,54.0,16.8,16.0,6.24,14.52,9.87,R4,R4,7.1,11,68.6,108.6
SKU-3092-LH,Важіль curved LH (R4),SKU-3092-RH,LH,curved,True,35.3,14.2,10.1,2.25,5.06,5.31,R4,R4,4.2,7,15.8,37.2
SKU-3092-RH,Важіль curved RH (R4),SKU-3092-LH,RH,curved,True,35.3,14.2,10.1,2.25,5.06,5.31,R4,R4,4.0,6,13.5,31.9
SKU-3093-LH,Важіль curved LH (R4),SKU-3093-RH,LH,curved,True,32.2,17.9,6.5,2.38,3.75,3.94,R4,R4,3.2,5,11.9,19.7
SKU-3093-RH,Важіль curved RH (R4),SKU-3093-LH,RH,curved,True,32.2,17.9,6.5,2.38,3.75,3.94,R4,R4,3.3,5,11.9,19.7
SKU-3094-LH,Важіль straight_link LH (R4),SKU-3094-RH,LH,straight_link,False,23.9,4.3,4.7,0.55,0.48,0.13,R4,R4,4.9,8,4.4,1.0
SKU-3094-RH,Важіль straight_link RH (R4),SKU-3094-LH,RH,straight_link,False,23.9,4.3,4.7,0.55,0.48,0.13,R4,R4,5.1,8,4.4,1.0
SKU-3095-LH,Важіль a_shaped LH (R4),SKU-3095-RH,LH,a_shaped,True,45.6,34.4,11.1,6.39,17.41,18.28,R4,R4,3.7,6,38.3,109.7
SKU-3095-RH,Важіль a_shaped RH (R4),SKU-3095-LH,RH,a_shaped,True,45.6,34.4,11.1,6.39,17.41,18.28,R4,R4,3.9,6,38.3,109.7
SKU-3096-LH,Важіль straight_link LH (R4),SKU-3096-RH,LH,straight_link,False,18.2,4.9,5.1,1.02,0.45,0.13,R4,R4,3.7,6,6.1,0.8
SKU-3096-RH,Важіль straight_link RH (R4),SKU-3096-LH,RH,straight_link,False,18.2,4.9,5.1,1.02,0.45,0.13,R4,R4,3.7,6,6.1,0.8
SKU-3097-LH,Важіль a_shaped LH (R4),SKU-3097-RH,LH,a_shaped,False,51.6,26.7,14.6,5.46,20.11,10.46,R4,R4,6.1,10,54.6,104.6
SKU-3097-RH,Важіль a_shaped RH (R4),SKU-3097-LH,RH,a_shaped,False,51.6,26.7,14.6,5.46,20.11,10.46,R4,R4,6.2,10,54.6,104.6
SKU-3098-LH,Важіль curved LH (R4),SKU-3098-RH,LH,curved,False,40.3,12.9,6.2,2.49,3.22,1.35,R4,R4,6.5,10,24.9,13.5
SKU-3098-RH,Важіль curved RH (R4),SKU-3098-LH,RH,curved,False,40.3,12.9,6.2,2.49,3.22,1.35,R4,R4,6.7,11,27.4,14.9
SKU-3099-LH,Важіль heavy_integral LH (R4),SKU-3099-RH,LH,heavy_integral,False,74.9,21.6,13.2,10.36,21.36,14.52,R4,R4,5.5,9,93.2,130.7
SKU-3099-RH,Важіль heavy_integral RH (R4),SKU-3099-LH,RH,heavy_integral,False,74.9,21.6,13.2,10.36,21.36,14.52,R4,R4,5.4,9,93.2,130.7
SKU-3100-LH,Важіль curved LH (R4),SKU-3100-RH,LH,curved,False,30.1,12.9,9.3,2.54,3.61,1.52,R4,R4,5.6,9,22.9,13.7
SKU-3100-RH,Важіль curved RH (R4),SKU-3100-LH,RH,curved,False,30.1,12.9,9.3,2.54,3.61,1.52,R4,R4,5.8,9,22.9,13.7
SKU-3101-LH,Важіль curved LH (R4),SKU-3101-RH,LH,curved,False,35.6,13.5,9.3,3.05,4.47,1.88,R4,R4,4.0,6,18.3,11.3
SKU-3101-RH,Важіль curved RH (R4),SKU-3101-LH,RH,curved,False,35.6,13.5,9.3,3.05,4.47,1.88,R4,R4,4.1,7,21.3,13.2
